Frequency,P3® 750 JCAT G,P3® 750 CA,P3® 750 JCASS,P3® 625 JCAM109,P3® 750 JCASP SM MT,P3® 625 JCAT 3G AJ,QR® 860 JCA,QR® 715 JCASS SM MT,QR® 715 JCA,QR® 860 JCASST O,QR® 715 JCASST G,QR® 540 JCASP,QR® 540 JCASS,QR® 860 JCASP,P3® 875 JCASST B,QR® 540 JCASST B,QR® 540 JCA GREY SM MT,QR® 540 JCAT 3G AJ SM,P3® 500 JCAR,P3® 875 CA,P3® 500 JCASS,P3® 500  JCAM109,P3® 625 JCASST W,P3® 875 JCAT 3G AJ,P3® 875 JCASP,P3® 840 JCASS,P3® 750 JCAT 3G AJ,P3® 500 JCAT 3G AJ,QR® 540 JCAM109 SM MT,QR® 860 JCASS,QR® 540 JCAR SM MT,P3® 875 JCASS,P3® 750 JCASS SM MT,P3® 750 JCASST W,QR® 860 JCA SM MT,QR® 540 JCASS SM MT,QR® 540 JCA,P3® 500 JCAM109 SM MT,P3® 500 CA,P3® 625 JCASS SM MT,P3® 625 JCASST B,P3® 625 JCA,QR® 540 JCASST O SM MT,QR® 540 JCASP SM MT,QR® 715 JCAT R,QR® 715 JCA SM MT,P3® 500 JCAT G SM MT,QR® 715 JCAT 3G AJ,QR® 715 JCASS,QR® 715 JCAT G,P3® 700 JCA,P3® 875 JCA,P3® 500 JCA SM MT,P3® 625 JCASP,P3® 700 JCASS,P3® 625 JCASS,P3® 500 JCASST W,P3® 750 JCA,P3® 625 JCAR,QR® 860 JCAT 3G AJ,QR® 540 JCAT B,QR® 540 JCAM109,QR® 540 JCA SM MT,QR® 715 JCAT Y,QR® 540 JCAR,QR® 540 JCASST O,QR® 715 JCAT G SM MT,P3® 500 JCASS SM MT,P3® 625 CA,P3® 500 JCASST G SM MT,P3® 500 JCASP,P3® 500 JCAT B,QR® 860 JCASS SM MT,QR® 540 JCART R,QR® 715 JCASP,QR® 715 JCASST O SM MT,P3® 840 JCA,P3® 750 JCA SM MT,P3® 500 JCAT R SM MT,P3® 625 JCAT G SM MT,2273V WHRL RG6 90 1000,2293V WHRL RG11 95 1000,2312K CMRL 1/2 PLEN TRUNK 2400,2285K WHRL RG11 60 1000,2289K BK RL RG11 TRI 1000,2275V WHRL RG6 60 1000,2229V WHRL RG6 QD BC 1000,2281 WHRL RG6 TRI 1000,2276V BKRL RG6 90 1000,2276V WHRL RG6 90 1000,2285V WTRL RG11 60 1000,2227K WTRL RG6 QD 1000,2277V WHRL RG6 95 1000,2312V WTRL 1/2 PLEN TRUNK 2400
463.25,-3.724997576,-3.724997576,-3.724997576,-4.499721633,-3.724997576,-4.499721633,-3.165593644,-3.731778247,-3.731778247,-3.165593644,-3.731778247,-4.668477431,-4.668477431,-3.165593644,-3.233412856,-4.668477431,-4.668477431,-4.668477431,-5.43603759,-3.233412856,-5.43603759,-5.43603759,-4.499721633,-3.233412856,-3.233412856,-3.232265848,-3.724997576,-5.43603759,-4.668477431,-3.165593644,-4.668477431,-3.233412856,-3.724997576,-3.724997576,-3.165593644,-4.668477431,-4.668477431,-5.43603759,-5.43603759,-4.499721633,-4.499721633,-4.499721633,-4.668477431,-4.668477431,-3.731778247,-3.731778247,-5.43603759,-3.731046542,-3.731778247,-3.731778247,-3.731046542,-3.233412856,-5.43603759,-4.499721633,-3.731046542,-4.499721633,-5.43603759,-3.724997576,-4.499721633,-3.165593644,-4.668477431,-4.668477431,-4.668477431,-3.731778247,-4.668477431,-4.668477431,-3.731778247,-5.43603759,-4.499721633,-5.43603759,-5.43603759,-5.43603759,-3.165593644,-4.668477431,-3.731778247,-3.731778247,-3.232265848,-3.724997576,-5.43603759,-4.499721633,-15.15736173,-9.866181995,-7.153857958,-9.866181995,-9.866181995,-15.15068615,-15.15736173,-15.15068615,-15.15068615,-15.15068615,-9.866181995,-15.15068615,-15.73316592,-7.153857958
469.25,-3.74903186,-3.74903186,-3.74903186,-4.531551093,-3.74903186,-4.531551093,-3.184161217,-3.760012774,-3.760012774,-3.184161217,-3.760012774,-4.705991579,-4.705991579,-3.184161217,-3.25827899,-4.705991579,-4.705991579,-4.705991579,-5.474857872,-3.25827899,-5.474857872,-5.474857872,-4.531551093,-3.25827899,-3.25827899,-3.256253248,-3.74903186,-5.474857872,-4.705991579,-3.184161217,-4.705991579,-3.25827899,-3.74903186,-3.74903186,-3.184161217,-4.705991579,-4.705991579,-5.474857872,-5.474857872,-4.531551093,-4.531551093,-4.531551093,-4.705991579,-4.705991579,-3.760012774,-3.760012774,-5.474857872,-3.759268511,-3.760012774,-3.760012774,-3.759268511,-3.25827899,-5.474857872,-4.531551093,-3.759268511,-4.531551093,-5.474857872,-3.74903186,-4.531551093,-3.184161217,-4.705991579,-4.705991579,-4.705991579,-3.760012774,-4.705991579,-4.705991579,-3.760012774,-5.474857872,-4.531551093,-5.474857872,-5.474857872,-5.474857872,-3.184161217,-4.705991579,-3.760012774,-3.760012774,-3.256253248,-3.74903186,-5.474857872,-4.531551093,-15.2763616,-9.944234199,-7.218778298,-9.944234199,-9.944234199,-15.26956344,-15.2763616,-15.26956344,-15.26956344,-15.26956344,-9.944234199,-15.26956344,-15.82589068,-7.218778298
475.25,-3.772726572,-3.772726572,-3.772726572,-4.563309493,-3.772726572,-4.563309493,-3.202109271,-3.78817567,-3.78817567,-3.202109271,-3.78817567,-4.743850338,-4.743850338,-3.202109271,-3.283170723,-4.743850338,-4.743850338,-4.743850338,-5.513512265,-3.283170723,-5.513512265,-5.513512265,-4.563309493,-3.283170723,-3.283170723,-3.280365448,-3.772726572,-5.513512265,-4.743850338,-3.202109271,-4.743850338,-3.283170723,-3.772726572,-3.772726572,-3.202109271,-4.743850338,-4.743850338,-5.513512265,-5.513512265,-4.563309493,-4.563309493,-4.563309493,-4.743850338,-4.743850338,-3.78817567,-3.78817567,-5.513512265,-3.787543233,-3.78817567,-3.78817567,-3.787543233,-3.283170723,-5.513512265,-4.563309493,-3.787543233,-4.563309493,-5.513512265,-3.772726572,-4.563309493,-3.202109271,-4.743850338,-4.743850338,-4.743850338,-3.78817567,-4.743850338,-4.743850338,-3.78817567,-5.513512265,-4.563309493,-5.513512265,-5.513512265,-5.513512265,-3.202109271,-4.743850338,-3.78817567,-3.78817567,-3.280365448,-3.772726572,-5.513512265,-4.563309493,-15.39487323,-10.02197003,-7.283536982,-10.02197003,-10.02197003,-15.38800548,-15.39487323,-15.38800548,-15.38800548,-15.38800548,-10.02197003,-15.38800548,-15.91704377,-7.283536982
481.25,-3.796226381,-3.796226381,-3.796226381,-4.594831792,-3.796226381,-4.594831792,-3.219919872,-3.816100563,-3.816100563,-3.219919872,-3.816100563,-4.781420727,-4.781420727,-3.219919872,-3.307804487,-4.781420727,-4.781420727,-4.781420727,-5.551944789,-3.307804487,-5.551944789,-5.551944789,-4.594831792,-3.307804487,-3.307804487,-3.304549279,-3.796226381,-5.551944789,-4.781420727,-3.219919872,-4.781420727,-3.307804487,-3.796226381,-3.796226381,-3.219919872,-4.781420727,-4.781420727,-5.551944789,-5.551944789,-4.594831792,-4.594831792,-4.594831792,-4.781420727,-4.781420727,-3.816100563,-3.816100563,-5.551944789,-3.815651344,-3.816100563,-3.816100563,-3.815651344,-3.307804487,-5.551944789,-4.594831792,-3.815651344,-4.594831792,-5.551944789,-3.796226381,-4.594831792,-3.219919872,-4.781420727,-4.781420727,-4.781420727,-3.816100563,-4.781420727,-4.781420727,-3.816100563,-5.551944789,-4.594831792,-5.551944789,-5.551944789,-5.551944789,-3.219919872,-4.781420727,-3.816100563,-3.816100563,-3.304549279,-3.796226381,-5.551944789,-4.594831792,-15.51290921,-10.09940576,-7.348132652,-10.09940576,-10.09940576,-15.50601637,-15.51290921,-15.50601637,-15.50601637,-15.50601637,-10.09940576,-15.50601637,-16.00674347,-7.348132652
487.25,-3.819675958,-3.819675958,-3.819675958,-4.625952948,-3.819675958,-4.625952948,-3.238075088,-3.843621085,-3.843621085,-3.238075088,-3.843621085,-4.818069769,-4.818069769,-3.238075088,-3.331896713,-4.818069769,-4.818069769,-4.818069769,-5.590099461,-3.331896713,-5.590099461,-5.590099461,-4.625952948,-3.331896713,-3.331896713,-3.328751571,-3.819675958,-5.590099461,-4.818069769,-3.238075088,-4.818069769,-3.331896713,-3.819675958,-3.819675958,-3.238075088,-4.818069769,-4.818069769,-5.590099461,-5.590099461,-4.625952948,-4.625952948,-4.625952948,-4.818069769,-4.818069769,-3.843621085,-3.843621085,-5.590099461,-3.843373484,-3.843621085,-3.843621085,-3.843373484,-3.331896713,-5.590099461,-4.625952948,-3.843373484,-4.625952948,-5.590099461,-3.819675958,-4.625952948,-3.238075088,-4.818069769,-4.818069769,-4.818069769,-3.843621085,-4.818069769,-4.818069769,-3.843621085,-5.590099461,-4.625952948,-5.590099461,-5.590099461,-5.590099461,-3.238075088,-4.818069769,-3.843621085,-3.843621085,-3.328751571,-3.819675958,-5.590099461,-4.625952948,-15.63048216,-10.17655763,-7.412563952,-10.17655763,-10.17655763,-15.62360021,-15.63048216,-15.62360021,-15.62360021,-15.62360021,-10.17655763,-15.62360021,-16.09510807,-7.412563952
493.25,-3.843219972,-3.843219972,-3.843219972,-4.65650792,-3.843219972,-4.65650792,-3.257056988,-3.870570864,-3.870570864,-3.257056988,-3.870570864,-4.853164484,-4.853164484,-3.257056988,-3.355163831,-4.853164484,-4.853164484,-4.853164484,-5.627920298,-3.355163831,-5.627920298,-5.627920298,-4.65650792,-3.355163831,-3.355163831,-3.352919156,-3.843219972,-5.627920298,-4.853164484,-3.257056988,-4.853164484,-3.355163831,-3.843219972,-3.843219972,-3.257056988,-4.853164484,-4.853164484,-5.627920298,-5.627920298,-4.65650792,-4.65650792,-4.65650792,-4.853164484,-4.853164484,-3.870570864,-3.870570864,-5.627920298,-3.870490289,-3.870570864,-3.870570864,-3.870490289,-3.355163831,-5.627920298,-4.65650792,-3.870490289,-4.65650792,-5.627920298,-3.843219972,-4.65650792,-3.257056988,-4.853164484,-4.853164484,-4.853164484,-3.870570864,-4.853164484,-4.853164484,-3.870570864,-5.627920298,-4.65650792,-5.627920298,-5.627920298,-5.627920298,-3.257056988,-4.853164484,-3.870570864,-3.870570864,-3.352919156,-3.843219972,-5.627920298,-4.65650792,-15.74760465,-10.25344192,-7.476829527,-10.25344192,-10.25344192,-15.74076111,-15.74760465,-15.74076111,-15.74076111,-15.74076111,-10.25344192,-15.74076111,-16.18225584,-7.476829527
499.25,-3.867003092,-3.867003092,-3.867003092,-4.686331666,-3.867003092,-4.686331666,-3.277347638,-3.896783531,-3.896783531,-3.277347638,-3.896783531,-4.886071894,-4.886071894,-3.277347638,-3.377322272,-4.886071894,-4.886071894,-4.886071894,-5.665351319,-3.377322272,-5.665351319,-5.665351319,-4.686331666,-3.377322272,-3.377322272,-3.376998863,-3.867003092,-5.665351319,-4.886071894,-3.277347638,-4.886071894,-3.377322272,-3.867003092,-3.867003092,-3.277347638,-4.886071894,-4.886071894,-5.665351319,-5.665351319,-4.686331666,-4.686331666,-4.686331666,-4.886071894,-4.886071894,-3.896783531,-3.896783531,-5.665351319,-3.896782398,-3.896783531,-3.896783531,-3.896782398,-3.377322272,-5.665351319,-4.686331666,-3.896782398,-4.686331666,-5.665351319,-3.867003092,-4.686331666,-3.277347638,-4.886071894,-4.886071894,-4.886071894,-3.896783531,-4.886071894,-4.886071894,-3.896783531,-5.665351319,-4.686331666,-5.665351319,-5.665351319,-5.665351319,-3.277347638,-4.886071894,-3.896783531,-3.896783531,-3.376998863,-3.867003092,-5.665351319,-4.686331666,-15.8642893,-10.33007488,-7.540928019,-10.33007488,-10.33007488,-15.85750317,-15.8642893,-15.85750317,-15.85750317,-15.85750317,-10.33007488,-15.85750317,-16.26830506,-7.540928019
505.25,-3.890862316,-3.890862316,-3.890862316,-4.715195424,-3.890862316,-4.715195424,-3.299549558,-3.922173595,-3.922173595,-3.299549558,-3.922173595,-4.916566019,-4.916566019,-3.299549558,-3.398119827,-4.916566019,-4.916566019,-4.916566019,-5.702172982,-3.398119827,-5.702172982,-5.702172982,-4.715195424,-3.398119827,-3.398119827,-3.401219275,-3.890862316,-5.702172982,-4.916566019,-3.299549558,-4.916566019,-3.398119827,-3.890862316,-3.890862316,-3.299549558,-4.916566019,-4.916566019,-5.702172982,-5.702172982,-4.715195424,-4.715195424,-4.715195424,-4.916566019,-4.916566019,-3.922173595,-3.922173595,-5.702172982,-3.922173595,-3.922173595,-3.922173595,-3.922173595,-3.398119827,-5.702172982,-4.715195424,-3.922173595,-4.715195424,-5.702172982,-3.890862316,-4.715195424,-3.299549558,-4.916566019,-4.916566019,-4.916566019,-3.922173595,-4.916566019,-4.916566019,-3.922173595,-5.702172982,-4.715195424,-5.702172982,-5.702172982,-5.702172982,-3.299549558,-4.916566019,-3.922173595,-3.922173595,-3.401219275,-3.890862316,-5.702172982,-4.715195424,-15.98054868,-10.40647278,-7.604858073,-10.40647278,-10.40647278,-15.97383048,-15.98054868,-15.97383048,-15.97383048,-15.97383048,-10.40647278,-15.97383048,-16.35337403,-7.604858073
511.25,-3.914452544,-3.914452544,-3.914452544,-4.743100517,-3.914452544,-4.743100517,-3.323661364,-3.946885683,-3.946885683,-3.323661364,-3.946885683,-4.945302731,-4.945302731,-3.323661364,-3.417705,-4.945302731,-4.945302731,-4.945302731,-5.738247321,-3.417705,-5.738247321,-5.738247321,-4.743100517,-3.417705,-3.417705,-3.425871875,-3.914452544,-5.738247321,-4.945302731,-3.323661364,-4.945302731,-3.417705,-3.914452544,-3.914452544,-3.323661364,-4.945302731,-4.945302731,-5.738247321,-5.738247321,-4.743100517,-4.743100517,-4.743100517,-4.945302731,-4.945302731,-3.946885683,-3.946885683,-5.738247321,-3.946885683,-3.946885683,-3.946885683,-3.946885683,-3.417705,-5.738247321,-4.743100517,-3.946885683,-4.743100517,-5.738247321,-3.914452544,-4.743100517,-3.323661364,-4.945302731,-4.945302731,-4.945302731,-3.946885683,-4.945302731,-4.945302731,-3.946885683,-5.738247321,-4.743100517,-5.738247321,-5.738247321,-5.738247321,-3.323661364,-4.945302731,-3.946885683,-3.946885683,-3.425871875,-3.914452544,-5.738247321,-4.743100517,-16.09639541,-10.48265187,-7.668618332,-10.48265187,-10.48265187,-16.08974715,-16.09639541,-16.08974715,-16.08974715,-16.08974715,-10.48265187,-16.08974715,-16.437581,-7.668618332
517.25,-3.937912167,-3.937912167,-3.937912167,-4.77033645,-3.937912167,-4.77033645,-3.349018261,-3.971065306,-3.971065306,-3.349018261,-3.971065306,-4.97274844,-4.97274844,-3.349018261,-3.436445373,-4.97274844,-4.97274844,-4.97274844,-5.773818656,-3.436445373,-5.773818656,-5.773818656,-4.77033645,-3.436445373,-3.436445373,-3.450732475,-3.937912167,-5.773818656,-4.97274844,-3.349018261,-4.97274844,-3.436445373,-3.937912167,-3.937912167,-3.349018261,-4.97274844,-4.97274844,-5.773818656,-5.773818656,-4.77033645,-4.77033645,-4.77033645,-4.97274844,-4.97274844,-3.971065306,-3.971065306,-5.773818656,-3.971065306,-3.971065306,-3.971065306,-3.971065306,-3.436445373,-5.773818656,-4.77033645,-3.971065306,-4.77033645,-5.773818656,-3.937912167,-4.77033645,-3.349018261,-4.97274844,-4.97274844,-4.97274844,-3.971065306,-4.97274844,-4.97274844,-3.971065306,-5.773818656,-4.77033645,-5.773818656,-5.773818656,-5.773818656,-3.349018261,-4.97274844,-3.971065306,-3.971065306,-3.450732475,-3.937912167,-5.773818656,-4.77033645,-16.21184207,-10.55862842,-7.73220744,-10.55862842,-10.55862842,-16.20525729,-16.21184207,-16.20525729,-16.20525729,-16.20525729,-10.55862842,-16.20525729,-16.52104428,-7.73220744
523.25,-3.961385855,-3.961385855,-3.961385855,-4.797195221,-3.961385855,-4.797195221,-3.374949994,-3.994857134,-3.994857134,-3.374949994,-3.994857134,-4.999364095,-4.999364095,-3.374949994,-3.454709587,-4.999364095,-4.999364095,-4.999364095,-5.809135436,-3.454709587,-5.809135436,-5.809135436,-4.797195221,-3.454709587,-3.454709587,-3.475570675,-3.961385855,-5.809135436,-4.999364095,-3.374949994,-4.999364095,-3.454709587,-3.961385855,-3.961385855,-3.374949994,-4.999364095,-4.999364095,-5.809135436,-5.809135436,-4.797195221,-4.797195221,-4.797195221,-4.999364095,-4.999364095,-3.994857134,-3.994857134,-5.809135436,-3.994857134,-3.994857134,-3.994857134,-3.994857134,-3.454709587,-5.809135436,-4.797195221,-3.994857134,-4.797195221,-5.809135436,-3.961385855,-4.797195221,-3.374949994,-4.999364095,-4.999364095,-4.999364095,-3.994857134,-4.999364095,-4.999364095,-3.994857134,-5.809135436,-4.797195221,-5.809135436,-5.809135436,-5.809135436,-3.374949994,-4.999364095,-3.994857134,-3.994857134,-3.475570675,-3.961385855,-5.809135436,-4.797195221,-16.32690126,-10.63441868,-7.795624041,-10.63441868,-10.63441868,-16.32036499,-16.32690126,-16.32036499,-16.32036499,-16.32036499,-10.63441868,-16.32036499,-16.60388213,-7.795624041
529.25,-3.985018278,-3.985018278,-3.985018278,-4.823968826,-3.985018278,-4.823968826,-3.400786309,-4.018405837,-4.018405837,-3.400786309,-4.018405837,-5.025610647,-5.025610647,-3.400786309,-3.47286628,-5.025610647,-5.025610647,-5.025610647,-5.84444611,-3.47286628,-5.84444611,-5.84444611,-4.823968826,-3.47286628,-3.47286628,-3.500156075,-3.985018278,-5.84444611,-5.025610647,-3.400786309,-5.025610647,-3.47286628,-3.985018278,-3.985018278,-3.400786309,-5.025610647,-5.025610647,-5.84444611,-5.84444611,-4.823968826,-4.823968826,-4.823968826,-5.025610647,-5.025610647,-4.018405837,-4.018405837,-5.84444611,-4.018405837,-4.018405837,-4.018405837,-4.018405837,-3.47286628,-5.84444611,-4.823968826,-4.018405837,-4.823968826,-5.84444611,-3.985018278,-4.823968826,-3.400786309,-5.025610647,-5.025610647,-5.025610647,-4.018405837,-5.025610647,-5.025610647,-4.018405837,-5.84444611,-4.823968826,-5.84444611,-5.84444611,-5.84444611,-3.400786309,-5.025610647,-4.018405837,-4.018405837,-3.500156075,-3.985018278,-5.84444611,-4.823968826,-16.44158558,-10.71003893,-7.858866779,-10.71003893,-10.71003893,-16.43507436,-16.44158558,-16.43507436,-16.43507436,-16.43507436,-10.71003893,-16.43507436,-16.68621285,-7.858866779
535.25,-4.008954106,-4.008954106,-4.008954106,-4.850949263,-4.008954106,-4.850949263,-3.425856952,-4.041856083,-4.041856083,-3.425856952,-4.041856083,-5.051949048,-5.051949048,-3.425856952,-3.491284093,-5.051949048,-5.051949048,-5.051949048,-5.87999913,-3.491284093,-5.87999913,-5.87999913,-4.850949263,-3.491284093,-3.491284093,-3.524258275,-4.008954106,-5.87999913,-5.051949048,-3.425856952,-5.051949048,-3.491284093,-4.008954106,-4.008954106,-3.425856952,-5.051949048,-5.051949048,-5.87999913,-5.87999913,-4.850949263,-4.850949263,-4.850949263,-5.051949048,-5.051949048,-4.041856083,-4.041856083,-5.87999913,-4.041856083,-4.041856083,-4.041856083,-4.041856083,-3.491284093,-5.87999913,-4.850949263,-4.041856083,-4.850949263,-5.87999913,-4.008954106,-4.850949263,-3.425856952,-5.051949048,-5.051949048,-5.051949048,-4.041856083,-5.051949048,-5.051949048,-4.041856083,-5.87999913,-4.850949263,-5.87999913,-5.87999913,-5.87999913,-3.425856952,-5.051949048,-4.041856083,-4.041856083,-3.524258275,-4.008954106,-5.87999913,-4.850949263,-16.55590763,-10.78550541,-7.921934297,-10.78550541,-10.78550541,-16.54938949,-16.55590763,-16.54938949,-16.54938949,-16.54938949,-10.78550541,-16.54938949,-16.7681547,-7.921934297
541.25,-4.033338009,-4.033338009,-4.033338009,-4.878428527,-4.033338009,-4.878428527,-3.449491667,-4.065352544,-4.065352544,-3.449491667,-4.065352544,-5.078840248,-5.078840248,-3.449491667,-3.510331667,-5.078840248,-5.078840248,-5.078840248,-5.916042944,-3.510331667,-5.916042944,-5.916042944,-4.878428527,-3.510331667,-3.510331667,-3.547646875,-4.033338009,-5.916042944,-5.078840248,-3.449491667,-5.078840248,-3.510331667,-4.033338009,-4.033338009,-3.449491667,-5.078840248,-5.078840248,-5.916042944,-5.916042944,-4.878428527,-4.878428527,-4.878428527,-5.078840248,-5.078840248,-4.065352544,-4.065352544,-5.916042944,-4.065352544,-4.065352544,-4.065352544,-4.065352544,-3.510331667,-5.916042944,-4.878428527,-4.065352544,-4.878428527,-5.916042944,-4.033338009,-4.878428527,-3.449491667,-5.078840248,-5.078840248,-5.078840248,-4.065352544,-5.078840248,-5.078840248,-4.065352544,-5.916042944,-4.878428527,-5.916042944,-5.916042944,-5.916042944,-3.449491667,-5.078840248,-4.065352544,-4.065352544,-3.547646875,-4.033338009,-5.916042944,-4.878428527,-16.66987999,-10.86083439,-7.984825239,-10.86083439,-10.86083439,-16.6633145,-16.66987999,-16.6633145,-16.6633145,-16.6633145,-10.86083439,-16.6633145,-16.84982597,-7.984825239
547.25,-4.058314655,-4.058314655,-4.058314655,-4.906698615,-4.058314655,-4.906698615,-3.4710202,-4.089039888,-4.089039888,-3.4710202,-4.089039888,-5.106745199,-5.106745199,-3.4710202,-3.53037764,-5.106745199,-5.106745199,-5.106745199,-5.952826002,-3.53037764,-5.952826002,-5.952826002,-4.906698615,-3.53037764,-3.53037764,-3.570091475,-4.058314655,-5.952826002,-5.106745199,-3.4710202,-5.106745199,-3.53037764,-4.058314655,-4.058314655,-3.4710202,-5.106745199,-5.106745199,-5.952826002,-5.952826002,-4.906698615,-4.906698615,-4.906698615,-5.106745199,-5.106745199,-4.089039888,-4.089039888,-5.952826002,-4.089039888,-4.089039888,-4.089039888,-4.089039888,-3.53037764,-5.952826002,-4.906698615,-4.089039888,-4.906698615,-5.952826002,-4.058314655,-4.906698615,-3.4710202,-5.106745199,-5.106745199,-5.106745199,-4.089039888,-5.106745199,-5.106745199,-4.089039888,-5.952826002,-4.906698615,-5.952826002,-5.952826002,-5.952826002,-3.4710202,-5.106745199,-4.089039888,-4.089039888,-3.570091475,-4.058314655,-5.952826002,-4.906698615,-16.78351526,-10.93604214,-8.047538249,-10.93604214,-10.93604214,-16.77685348,-16.78351526,-16.77685348,-16.77685348,-16.77685348,-10.93604214,-16.77685348,-16.93134495,-8.047538249
550,-4.07,-4.07,-4.07,-4.92,-4.07,-4.92,-3.48,-4.1,-4.1,-3.48,-4.1,-5.12,-5.12,-3.48,-3.54,-5.12,-5.12,-5.12,-5.97,-3.54,-5.97,-5.97,-4.92,-3.54,-3.54,-3.58,-4.07,-5.97,-5.12,-3.48,-5.12,-3.54,-4.07,-4.07,-3.48,-5.12,-5.12,-5.97,-5.97,-4.92,-4.92,-4.92,-5.12,-5.12,-4.1,-4.1,-5.97,-4.1,-4.1,-4.1,-4.1,-3.54,-5.97,-4.92,-4.1,-4.92,-5.97,-4.07,-4.92,-3.48,-5.12,-5.12,-5.12,-4.1,-5.12,-5.12,-4.1,-5.97,-4.92,-5.97,-5.97,-5.97,-3.48,-5.12,-4.1,-4.1,-3.58,-4.07,-5.97,-4.92,-16.83548889,-10.97047629,-8.076221875,-10.97047629,-10.97047629,-16.82876429,-16.83548889,-16.82876429,-16.82876429,-16.82876429,-10.97047629,-16.82876429,-16.9686893,-8.076221875
553.25,-4.084118296,-4.084118296,-4.084118296,-4.936067776,-4.084118296,-4.936067776,-3.489982216,-4.11300554,-4.11300554,-3.489982216,-4.11300554,-5.136048388,-5.136048388,-3.489982216,-3.551804811,-5.136048388,-5.136048388,-5.136048388,-5.990681433,-3.551804811,-5.990681433,-5.990681433,-4.936067776,-3.551804811,-3.551804811,-3.591384354,-4.084118296,-5.990681433,-5.136048388,-3.489982216,-5.136048388,-3.551804811,-4.084118296,-4.084118296,-3.489982216,-5.136048388,-5.136048388,-5.990681433,-5.990681433,-4.936067776,-4.936067776,-4.936067776,-5.136048388,-5.136048388,-4.11300554,-4.11300554,-5.990681433,-4.11300554,-4.11300554,-4.11300554,-4.11300554,-3.551804811,-5.990681433,-4.936067776,-4.11300554,-4.936067776,-5.990681433,-4.084118296,-4.936067776,-3.489982216,-5.136048388,-5.136048388,-5.136048388,-4.11300554,-5.136048388,-5.136048388,-4.11300554,-5.990681433,-4.936067776,-5.990681433,-5.990681433,-5.990681433,-3.489982216,-5.136048388,-4.11300554,-4.11300554,-3.591384354,-4.084118296,-5.990681433,-4.936067776,-16.89682605,-11.01114491,-8.11007197,-11.01114491,-11.01114491,-16.89001053,-16.89682605,-16.89001053,-16.89001053,-16.89001053,-11.01114491,-16.89001053,-17.0128299,-8.11007197
559.25,-4.111143994,-4.111143994,-4.111143994,-4.966654649,-4.111143994,-4.966654649,-3.507193071,-4.137039121,-4.137039121,-3.507193071,-4.137039121,-5.166517754,-5.166517754,-3.507193071,-3.574746478,-5.166517754,-5.166517754,-5.166517754,-6.029997325,-3.574746478,-6.029997325,-6.029997325,-4.966654649,-3.574746478,-3.574746478,-3.611601954,-4.111143994,-6.029997325,-5.166517754,-3.507193071,-5.166517754,-3.574746478,-4.111143994,-4.111143994,-3.507193071,-5.166517754,-5.166517754,-6.029997325,-6.029997325,-4.966654649,-4.966654649,-4.966654649,-5.166517754,-5.166517754,-4.137039121,-4.137039121,-6.029997325,-4.137039121,-4.137039121,-4.137039121,-4.137039121,-3.574746478,-6.029997325,-4.966654649,-4.137039121,-4.966654649,-6.029997325,-4.111143994,-4.966654649,-3.507193071,-5.166517754,-5.166517754,-5.166517754,-4.137039121,-5.166517754,-5.166517754,-4.137039121,-6.029997325,-4.966654649,-6.029997325,-6.029997325,-6.029997325,-3.507193071,-5.166517754,-4.137039121,-4.137039121,-3.611601954,-4.111143994,-6.029997325,-4.966654649,-17.00982494,-11.08615896,-8.172425047,-11.08615896,-11.08615896,-17.00278976,-17.00982494,-17.00278976,-17.00278976,-17.00278976,-11.08615896,-17.00278976,-17.09439912,-8.172425047
565.25,-4.139097455,-4.139097455,-4.139097455,-4.99813864,-4.139097455,-4.99813864,-3.523143542,-4.161090677,-4.161090677,-3.523143542,-4.161090677,-5.197821339,-5.197821339,-3.523143542,-3.598832192,-5.197821339,-5.197821339,-5.197821339,-6.07037074,-3.598832192,-6.07037074,-6.07037074,-4.99813864,-3.598832192,-3.598832192,-3.630995813,-4.139097455,-6.07037074,-5.197821339,-3.523143542,-5.197821339,-3.598832192,-4.139097455,-4.139097455,-3.523143542,-5.197821339,-5.197821339,-6.07037074,-6.07037074,-4.99813864,-4.99813864,-4.99813864,-5.197821339,-5.197821339,-4.161090677,-4.161090677,-6.07037074,-4.161090677,-4.161090677,-4.161090677,-4.161090677,-3.598832192,-6.07037074,-4.99813864,-4.161090677,-4.99813864,-6.07037074,-4.139097455,-4.99813864,-3.523143542,-5.197821339,-5.197821339,-5.197821339,-4.161090677,-5.197821339,-5.197821339,-4.161090677,-6.07037074,-4.99813864,-6.07037074,-6.07037074,-6.07037074,-3.523143542,-5.197821339,-4.161090677,-4.161090677,-3.630995813,-4.139097455,-6.07037074,-4.99813864,-17.12252454,-11.16110056,-8.234596123,-11.16110056,-11.16110056,-17.11519527,-17.12252454,-17.11519527,-17.11519527,-17.11519527,-11.16110056,-17.11519527,-17.17617089,-8.234596123
