Frequency,P3® 750 JCAT G,P3® 750 CA,P3® 750 JCASS,P3® 625 JCAM109,P3® 750 JCASP SM MT,P3® 625 JCAT 3G AJ,QR® 860 JCA,QR® 715 JCASS SM MT,QR® 715 JCA,QR® 860 JCASST O,QR® 715 JCASST G,QR® 540 JCASP,QR® 540 JCASS,QR® 860 JCASP,P3® 875 JCASST B,QR® 540 JCASST B,QR® 540 JCA GREY SM MT,QR® 540 JCAT 3G AJ SM,P3® 500 JCAR,P3® 875 CA,P3® 500 JCASS,P3® 500  JCAM109,P3® 625 JCASST W,P3® 875 JCAT 3G AJ,P3® 875 JCASP,P3® 840 JCASS,P3® 750 JCAT 3G AJ,P3® 500 JCAT 3G AJ,QR® 540 JCAM109 SM MT,QR® 860 JCASS,QR® 540 JCAR SM MT,P3® 875 JCASS,P3® 750 JCASS SM MT,P3® 750 JCASST W,QR® 860 JCA SM MT,QR® 540 JCASS SM MT,QR® 540 JCA,P3® 500 JCAM109 SM MT,P3® 500 CA,P3® 625 JCASS SM MT,P3® 625 JCASST B,P3® 625 JCA,QR® 540 JCASST O SM MT,QR® 540 JCASP SM MT,QR® 715 JCAT R,QR® 715 JCA SM MT,P3® 500 JCAT G SM MT,QR® 715 JCAT 3G AJ,QR® 715 JCASS,QR® 715 JCAT G,P3® 700 JCA,P3® 875 JCA,P3® 500 JCA SM MT,P3® 625 JCASP,P3® 700 JCASS,P3® 625 JCASS,P3® 500 JCASST W,P3® 750 JCA,P3® 625 JCAR,QR® 860 JCAT 3G AJ,QR® 540 JCAT B,QR® 540 JCAM109,QR® 540 JCA SM MT,QR® 715 JCAT Y,QR® 540 JCAR,QR® 540 JCASST O,QR® 715 JCAT G SM MT,P3® 500 JCASS SM MT,P3® 625 CA,P3® 500 JCASST G SM MT,P3® 500 JCASP,P3® 500 JCAT B,QR® 860 JCASS SM MT,QR® 540 JCART R,QR® 715 JCASP,QR® 715 JCASST O SM MT,P3® 840 JCA,P3® 750 JCA SM MT,P3® 500 JCAT R SM MT,P3® 625 JCAT G SM MT,2273V WHRL RG6 90 1000,2293V WHRL RG11 95 1000,2312K CMRL 1/2 PLEN TRUNK 2400,2285K WHRL RG11 60 1000,2289K BK RL RG11 TRI 1000,2227V WHRL RG6 QD 1000,2275V WHRL RG6 60 1000,2229V WHRL RG6 QD BC 1000,2286V WTRL RG11 95 1000,2281 WHRL RG6 TRI 1000,2287K WHRL RG11 QD 1000,2276V BKRL RG6 90 1000,2279V WHRL RG6 95 1000,2276V WHRL RG6 90 1000,2285V WTRL RG11 60 1000,2227K WTRL RG6 QD 1000,2287V WTRL RG11 QD 1000,2277V WHRL RG6 95 1000,2312V WTRL 1/2 PLEN TRUNK 2400
102,-0.501634952,-0.501634952,-0.501634952,-0.611357149,-0.501634952,-0.611357149,-0.438376435,-0.504724061,-0.504724061,-0.438376435,-0.504724061,-0.645947915,-0.645947915,-0.438376435,-0.433404216,-0.645947915,-0.645947915,-0.645947915,-0.745201986,-0.433404216,-0.745201986,-0.745201986,-0.611357149,-0.433404216,-0.433404216,-0.42552698,-0.501634952,-0.745201986,-0.645947915,-0.438376435,-0.645947915,-0.433404216,-0.501634952,-0.501634952,-0.438376435,-0.645947915,-0.645947915,-0.745201986,-0.745201986,-0.611357149,-0.611357149,-0.611357149,-0.645947915,-0.645947915,-0.504724061,-0.504724061,-0.745201986,-0.504724061,-0.504724061,-0.504724061,-0.510004595,-0.433404216,-0.745201986,-0.611357149,-0.510004595,-0.611357149,-0.745201986,-0.501634952,-0.611357149,-0.438376435,-0.645947915,-0.645947915,-0.645947915,-0.504724061,-0.645947915,-0.645947915,-0.504724061,-0.745201986,-0.611357149,-0.745201986,-0.745201986,-0.745201986,-0.438376435,-0.645947915,-0.504724061,-0.504724061,-0.42552698,-0.501634952,-0.745201986,-0.611357149,-2.029051437,-1.293189573,-0.839547602,-1.293189573,-1.293189573,-2.029051437,-2.029051437,-2.029051437,-1.494880106,-2.029051437,-1.293189573,-2.029051437,-2.036431065,-2.029051437,-1.293189573,-2.029051437,-1.293189573,-2.062404425,-0.839547602
103.25,-0.504504427,-0.504504427,-0.504504427,-0.614867454,-0.504504427,-0.614867454,-0.441122032,-0.507970285,-0.507970285,-0.441122032,-0.507970285,-0.649868832,-0.649868832,-0.441122032,-0.435643929,-0.649868832,-0.649868832,-0.649868832,-0.749802142,-0.435643929,-0.749802142,-0.749802142,-0.614867454,-0.435643929,-0.435643929,-0.428016851,-0.504504427,-0.749802142,-0.649868832,-0.441122032,-0.649868832,-0.435643929,-0.504504427,-0.504504427,-0.441122032,-0.649868832,-0.649868832,-0.749802142,-0.749802142,-0.614867454,-0.614867454,-0.614867454,-0.649868832,-0.649868832,-0.507970285,-0.507970285,-0.749802142,-0.507970285,-0.507970285,-0.507970285,-0.51381204,-0.435643929,-0.749802142,-0.614867454,-0.51381204,-0.614867454,-0.749802142,-0.504504427,-0.614867454,-0.441122032,-0.649868832,-0.649868832,-0.649868832,-0.507970285,-0.649868832,-0.649868832,-0.507970285,-0.749802142,-0.614867454,-0.749802142,-0.749802142,-0.749802142,-0.441122032,-0.649868832,-0.507970285,-0.507970285,-0.428016851,-0.504504427,-0.749802142,-0.614867454,-2.040907054,-1.301383567,-0.845479202,-1.301383567,-1.301383567,-2.040907054,-2.040907054,-2.040907054,-1.504144065,-2.040907054,-1.301383567,-2.040907054,-2.0512507,-2.040907054,-1.301383567,-2.040907054,-1.301383567,-2.076349851,-0.845479202
109.25,-0.517972909,-0.517972909,-0.517972909,-0.631306402,-0.517972909,-0.631306402,-0.45415724,-0.523453754,-0.523453754,-0.45415724,-0.523453754,-0.668365393,-0.668365393,-0.45415724,-0.446077809,-0.668365393,-0.668365393,-0.668365393,-0.771544555,-0.446077809,-0.771544555,-0.771544555,-0.631306402,-0.446077809,-0.446077809,-0.439783509,-0.517972909,-0.771544555,-0.668365393,-0.45415724,-0.668365393,-0.446077809,-0.517972909,-0.517972909,-0.45415724,-0.668365393,-0.668365393,-0.771544555,-0.771544555,-0.631306402,-0.631306402,-0.631306402,-0.668365393,-0.668365393,-0.523453754,-0.523453754,-0.771544555,-0.523453754,-0.523453754,-0.523453754,-0.532207889,-0.446077809,-0.771544555,-0.631306402,-0.532207889,-0.631306402,-0.771544555,-0.517972909,-0.631306402,-0.45415724,-0.668365393,-0.668365393,-0.668365393,-0.523453754,-0.668365393,-0.668365393,-0.523453754,-0.771544555,-0.631306402,-0.771544555,-0.771544555,-0.771544555,-0.45415724,-0.668365393,-0.523453754,-0.523453754,-0.439783509,-0.517972909,-0.771544555,-0.631306402,-2.097271461,-1.340197522,-0.873581272,-1.340197522,-1.340197522,-2.097271461,-2.097271461,-2.097271461,-1.548230004,-2.097271461,-1.340197522,-2.097271461,-2.12100287,-2.097271461,-1.340197522,-2.097271461,-1.340197522,-2.142678783,-0.873581272
115.25,-0.530991694,-0.530991694,-0.530991694,-0.64715325,-0.530991694,-0.64715325,-0.466956164,-0.538758301,-0.538758301,-0.466956164,-0.538758301,-0.686365734,-0.686365734,-0.466956164,-0.456074298,-0.686365734,-0.686365734,-0.686365734,-0.792755727,-0.456074298,-0.792755727,-0.792755727,-0.64715325,-0.456074298,-0.456074298,-0.451288444,-0.530991694,-0.792755727,-0.686365734,-0.466956164,-0.686365734,-0.456074298,-0.530991694,-0.530991694,-0.466956164,-0.686365734,-0.686365734,-0.792755727,-0.792755727,-0.64715325,-0.64715325,-0.64715325,-0.686365734,-0.686365734,-0.538758301,-0.538758301,-0.792755727,-0.538758301,-0.538758301,-0.538758301,-0.550685884,-0.456074298,-0.792755727,-0.64715325,-0.550685884,-0.64715325,-0.792755727,-0.530991694,-0.64715325,-0.466956164,-0.686365734,-0.686365734,-0.686365734,-0.538758301,-0.686365734,-0.686365734,-0.538758301,-0.792755727,-0.64715325,-0.792755727,-0.792755727,-0.792755727,-0.466956164,-0.686365734,-0.538758301,-0.538758301,-0.451288444,-0.530991694,-0.792755727,-0.64715325,-2.152759717,-1.37818548,-0.901100382,-1.37818548,-1.37818548,-2.152759717,-2.152759717,-2.152759717,-1.59169839,-2.152759717,-1.37818548,-2.152759717,-2.188312569,-2.152759717,-1.37818548,-2.152759717,-1.37818548,-2.208011083,-0.901100382
121.25,-0.54363568,-0.54363568,-0.54363568,-0.662526703,-0.54363568,-0.662526703,-0.479520827,-0.553862142,-0.553862142,-0.479520827,-0.553862142,-0.703923907,-0.703923907,-0.479520827,-0.465751406,-0.703923907,-0.703923907,-0.703923907,-0.813474728,-0.465751406,-0.813474728,-0.813474728,-0.662526703,-0.465751406,-0.465751406,-0.462591473,-0.54363568,-0.813474728,-0.703923907,-0.479520827,-0.703923907,-0.465751406,-0.54363568,-0.54363568,-0.479520827,-0.703923907,-0.703923907,-0.813474728,-0.813474728,-0.662526703,-0.662526703,-0.662526703,-0.703923907,-0.703923907,-0.553862142,-0.553862142,-0.813474728,-0.553862142,-0.553862142,-0.553862142,-0.569087546,-0.465751406,-0.813474728,-0.662526703,-0.569087546,-0.662526703,-0.813474728,-0.54363568,-0.662526703,-0.479520827,-0.703923907,-0.703923907,-0.703923907,-0.553862142,-0.703923907,-0.703923907,-0.553862142,-0.813474728,-0.662526703,-0.813474728,-0.813474728,-0.813474728,-0.479520827,-0.703923907,-0.553862142,-0.553862142,-0.462591473,-0.54363568,-0.813474728,-0.662526703,-2.207401533,-1.415388315,-0.928075656,-1.415388315,-1.415388315,-2.207401533,-2.207401533,-2.207401533,-1.634567124,-2.207401533,-1.415388315,-2.207401533,-2.252969379,-2.207401533,-1.415388315,-2.207401533,-1.415388315,-2.27236244,-0.928075656
127.25,-0.55597976,-0.55597976,-0.55597976,-0.677545463,-0.55597976,-0.677545463,-0.491853252,-0.568743491,-0.568743491,-0.491853252,-0.568743491,-0.721093961,-0.721093961,-0.491853252,-0.475227143,-0.721093961,-0.721093961,-0.721093961,-0.833740628,-0.475227143,-0.833740628,-0.833740628,-0.677545463,-0.475227143,-0.475227143,-0.473752408,-0.55597976,-0.833740628,-0.721093961,-0.491853252,-0.721093961,-0.475227143,-0.55597976,-0.55597976,-0.491853252,-0.721093961,-0.721093961,-0.833740628,-0.833740628,-0.677545463,-0.677545463,-0.677545463,-0.721093961,-0.721093961,-0.568743491,-0.568743491,-0.833740628,-0.568743491,-0.568743491,-0.568743491,-0.587254394,-0.475227143,-0.833740628,-0.677545463,-0.587254394,-0.677545463,-0.833740628,-0.55597976,-0.677545463,-0.491853252,-0.721093961,-0.721093961,-0.721093961,-0.568743491,-0.721093961,-0.721093961,-0.568743491,-0.833740628,-0.677545463,-0.833740628,-0.833740628,-0.833740628,-0.491853252,-0.721093961,-0.568743491,-0.568743491,-0.473752408,-0.55597976,-0.833740628,-0.677545463,-2.261226623,-1.4518469,-0.95454622,-1.4518469,-1.4518469,-2.261226623,-2.261226623,-2.261226623,-1.676854107,-2.261226623,-1.4518469,-2.261226623,-2.314762884,-2.261226623,-1.4518469,-2.261226623,-1.4518469,-2.335748543,-0.95454622
133.25,-0.568098829,-0.568098829,-0.568098829,-0.692328234,-0.568098829,-0.692328234,-0.503955463,-0.583380563,-0.583380563,-0.503955463,-0.583380563,-0.73792995,-0.73792995,-0.503955463,-0.484619521,-0.73792995,-0.73792995,-0.73792995,-0.853592498,-0.484619521,-0.853592498,-0.853592498,-0.692328234,-0.484619521,-0.484619521,-0.484831065,-0.568098829,-0.853592498,-0.73792995,-0.503955463,-0.73792995,-0.484619521,-0.568098829,-0.568098829,-0.503955463,-0.73792995,-0.73792995,-0.853592498,-0.853592498,-0.692328234,-0.692328234,-0.692328234,-0.73792995,-0.73792995,-0.583380563,-0.583380563,-0.853592498,-0.583380563,-0.583380563,-0.583380563,-0.60502795,-0.484619521,-0.853592498,-0.692328234,-0.60502795,-0.692328234,-0.853592498,-0.568098829,-0.692328234,-0.503955463,-0.73792995,-0.73792995,-0.73792995,-0.583380563,-0.73792995,-0.73792995,-0.583380563,-0.853592498,-0.692328234,-0.853592498,-0.853592498,-0.853592498,-0.503955463,-0.73792995,-0.583380563,-0.583380563,-0.484831065,-0.568098829,-0.853592498,-0.692328234,-2.314264698,-1.487602109,-0.9805512,-1.487602109,-1.487602109,-2.314264698,-2.314264698,-2.314264698,-1.718577239,-2.314264698,-1.487602109,-2.314264698,-2.373482666,-2.314264698,-1.487602109,-2.314264698,-1.487602109,-2.398185083,-0.9805512
139.25,-0.580067783,-0.580067783,-0.580067783,-0.706993722,-0.580067783,-0.706993722,-0.515829482,-0.597751572,-0.597751572,-0.515829482,-0.597751572,-0.754485923,-0.754485923,-0.515829482,-0.494046548,-0.754485923,-0.754485923,-0.754485923,-0.873069407,-0.494046548,-0.873069407,-0.873069407,-0.706993722,-0.494046548,-0.494046548,-0.495887258,-0.580067783,-0.873069407,-0.754485923,-0.515829482,-0.754485923,-0.494046548,-0.580067783,-0.580067783,-0.515829482,-0.754485923,-0.754485923,-0.873069407,-0.873069407,-0.706993722,-0.706993722,-0.706993722,-0.754485923,-0.754485923,-0.597751572,-0.597751572,-0.873069407,-0.597751572,-0.597751572,-0.597751572,-0.622249734,-0.494046548,-0.873069407,-0.706993722,-0.622249734,-0.706993722,-0.873069407,-0.580067783,-0.706993722,-0.515829482,-0.754485923,-0.754485923,-0.754485923,-0.597751572,-0.754485923,-0.754485923,-0.597751572,-0.873069407,-0.706993722,-0.873069407,-0.873069407,-0.873069407,-0.515829482,-0.754485923,-0.597751572,-0.597751572,-0.495887258,-0.580067783,-0.873069407,-0.706993722,-2.36654547,-1.522694814,-1.006129721,-1.522694814,-1.522694814,-2.36654547,-2.36654547,-2.36654547,-1.759754421,-2.36654547,-1.522694814,-2.36654547,-2.429270809,-2.36654547,-1.522694814,-2.36654547,-1.522694814,-2.45968775,-1.006129721
145.25,-0.591961516,-0.591961516,-0.591961516,-0.721660628,-0.591961516,-0.721660628,-0.527477334,-0.611834732,-0.611834732,-0.527477334,-0.611834732,-0.770815932,-0.770815932,-0.527477334,-0.503626237,-0.770815932,-0.770815932,-0.770815932,-0.892210425,-0.503626237,-0.892210425,-0.892210425,-0.721660628,-0.503626237,-0.503626237,-0.506980802,-0.591961516,-0.892210425,-0.770815932,-0.527477334,-0.770815932,-0.503626237,-0.591961516,-0.591961516,-0.527477334,-0.770815932,-0.770815932,-0.892210425,-0.892210425,-0.721660628,-0.721660628,-0.721660628,-0.770815932,-0.770815932,-0.611834732,-0.611834732,-0.892210425,-0.611834732,-0.611834732,-0.611834732,-0.638761266,-0.503626237,-0.892210425,-0.721660628,-0.638761266,-0.721660628,-0.892210425,-0.591961516,-0.721660628,-0.527477334,-0.770815932,-0.770815932,-0.770815932,-0.611834732,-0.770815932,-0.770815932,-0.611834732,-0.892210425,-0.721660628,-0.892210425,-0.892210425,-0.892210425,-0.527477334,-0.770815932,-0.611834732,-0.611834732,-0.506980802,-0.591961516,-0.892210425,-0.721660628,-2.41809865,-1.557165889,-1.031320909,-1.557165889,-1.557165889,-2.41809865,-2.41809865,-2.41809865,-1.800403554,-2.41809865,-1.557165889,-2.41809865,-2.483078354,-2.41809865,-1.557165889,-2.41809865,-1.557165889,-2.520272232,-1.031320909
151.25,-0.603854923,-0.603854923,-0.603854923,-0.736447657,-0.603854923,-0.736447657,-0.538901041,-0.62560826,-0.62560826,-0.538901041,-0.62560826,-0.786974028,-0.786974028,-0.538901041,-0.513476596,-0.786974028,-0.786974028,-0.786974028,-0.911054623,-0.513476596,-0.911054623,-0.911054623,-0.736447657,-0.513476596,-0.513476596,-0.518171511,-0.603854923,-0.911054623,-0.786974028,-0.538901041,-0.786974028,-0.513476596,-0.603854923,-0.603854923,-0.538901041,-0.786974028,-0.786974028,-0.911054623,-0.911054623,-0.736447657,-0.736447657,-0.736447657,-0.786974028,-0.786974028,-0.62560826,-0.62560826,-0.911054623,-0.62560826,-0.62560826,-0.62560826,-0.654404067,-0.513476596,-0.911054623,-0.736447657,-0.654404067,-0.736447657,-0.911054623,-0.603854923,-0.736447657,-0.538901041,-0.786974028,-0.786974028,-0.786974028,-0.62560826,-0.786974028,-0.786974028,-0.62560826,-0.911054623,-0.736447657,-0.911054623,-0.911054623,-0.911054623,-0.538901041,-0.786974028,-0.62560826,-0.62560826,-0.518171511,-0.603854923,-0.911054623,-0.736447657,-2.468953952,-1.591056208,-1.056163888,-1.591056208,-1.591056208,-2.468953952,-2.468953952,-2.468953952,-1.840542538,-2.468953952,-1.591056208,-2.468953952,-2.535096369,-2.468953952,-1.591056208,-2.468953952,-1.591056208,-2.579954221,-1.056163888
157.25,-0.615822898,-0.615822898,-0.615822898,-0.751473512,-0.615822898,-0.751473512,-0.550102626,-0.639050368,-0.639050368,-0.550102626,-0.639050368,-0.803014263,-0.803014263,-0.550102626,-0.523715637,-0.803014263,-0.803014263,-0.803014263,-0.929641072,-0.523715637,-0.929641072,-0.929641072,-0.751473512,-0.523715637,-0.523715637,-0.529519199,-0.615822898,-0.929641072,-0.803014263,-0.550102626,-0.803014263,-0.523715637,-0.615822898,-0.615822898,-0.550102626,-0.803014263,-0.803014263,-0.929641072,-0.929641072,-0.751473512,-0.751473512,-0.751473512,-0.803014263,-0.803014263,-0.639050368,-0.639050368,-0.929641072,-0.639050368,-0.639050368,-0.639050368,-0.669019656,-0.523715637,-0.929641072,-0.751473512,-0.669019656,-0.751473512,-0.929641072,-0.615822898,-0.751473512,-0.550102626,-0.803014263,-0.803014263,-0.803014263,-0.639050368,-0.803014263,-0.803014263,-0.639050368,-0.929641072,-0.751473512,-0.929641072,-0.929641072,-0.929641072,-0.550102626,-0.803014263,-0.639050368,-0.639050368,-0.529519199,-0.615822898,-0.929641072,-0.751473512,-2.519141085,-1.624406644,-1.080697786,-1.624406644,-1.624406644,-2.519141085,-2.519141085,-2.519141085,-1.880189275,-2.519141085,-1.624406644,-2.519141085,-2.585461065,-2.519141085,-1.624406644,-2.519141085,-1.624406644,-2.638749405,-1.080697786
163.25,-0.627940338,-0.627940338,-0.627940338,-0.766856898,-0.627940338,-0.766856898,-0.561084114,-0.652139272,-0.652139272,-0.561084114,-0.652139272,-0.818990687,-0.818990687,-0.561084114,-0.534461369,-0.818990687,-0.818990687,-0.818990687,-0.94800884,-0.534461369,-0.94800884,-0.94800884,-0.766856898,-0.534461369,-0.534461369,-0.54108368,-0.627940338,-0.94800884,-0.818990687,-0.561084114,-0.818990687,-0.534461369,-0.627940338,-0.627940338,-0.561084114,-0.818990687,-0.818990687,-0.94800884,-0.94800884,-0.766856898,-0.766856898,-0.766856898,-0.818990687,-0.818990687,-0.652139272,-0.652139272,-0.94800884,-0.652139272,-0.652139272,-0.652139272,-0.682449555,-0.534461369,-0.94800884,-0.766856898,-0.682449555,-0.766856898,-0.94800884,-0.627940338,-0.766856898,-0.561084114,-0.818990687,-0.818990687,-0.818990687,-0.652139272,-0.818990687,-0.818990687,-0.652139272,-0.94800884,-0.766856898,-0.94800884,-0.94800884,-0.94800884,-0.561084114,-0.818990687,-0.652139272,-0.652139272,-0.54108368,-0.627940338,-0.94800884,-0.766856898,-2.568689764,-1.657258071,-1.104961726,-1.657258071,-1.657258071,-2.568689764,-2.568689764,-2.568689764,-1.919361663,-2.568689764,-1.657258071,-2.568689764,-2.634308657,-2.568689764,-1.657258071,-2.568689764,-1.657258071,-2.696673474,-1.104961726
169.25,-0.640282136,-0.640282136,-0.640282136,-0.782716518,-0.640282136,-0.782716518,-0.571847528,-0.664853187,-0.664853187,-0.571847528,-0.664853187,-0.834957352,-0.834957352,-0.571847528,-0.545831804,-0.834957352,-0.834957352,-0.834957352,-0.966196998,-0.545831804,-0.966196998,-0.966196998,-0.782716518,-0.545831804,-0.545831804,-0.55292477,-0.640282136,-0.966196998,-0.834957352,-0.571847528,-0.834957352,-0.545831804,-0.640282136,-0.640282136,-0.571847528,-0.834957352,-0.834957352,-0.966196998,-0.966196998,-0.782716518,-0.782716518,-0.782716518,-0.834957352,-0.834957352,-0.664853187,-0.664853187,-0.966196998,-0.664853187,-0.664853187,-0.664853187,-0.694535284,-0.545831804,-0.966196998,-0.782716518,-0.694535284,-0.782716518,-0.966196998,-0.640282136,-0.782716518,-0.571847528,-0.834957352,-0.834957352,-0.834957352,-0.664853187,-0.834957352,-0.834957352,-0.664853187,-0.966196998,-0.782716518,-0.966196998,-0.966196998,-0.966196998,-0.571847528,-0.834957352,-0.664853187,-0.664853187,-0.55292477,-0.640282136,-0.966196998,-0.782716518,-2.617629699,-1.689651362,-1.128994835,-1.689651362,-1.689651362,-2.617629699,-2.617629699,-2.617629699,-1.958077605,-2.617629699,-1.689651362,-2.617629699,-2.681775358,-2.617629699,-1.689651362,-2.617629699,-1.689651362,-2.753742119,-1.128994835
175.25,-0.652923187,-0.652923187,-0.652923187,-0.799171075,-0.652923187,-0.799171075,-0.582394891,-0.677170326,-0.677170326,-0.582394891,-0.677170326,-0.850968309,-0.850968309,-0.582394891,-0.55794495,-0.850968309,-0.850968309,-0.850968309,-0.984244616,-0.55794495,-0.984244616,-0.984244616,-0.799171075,-0.55794495,-0.55794495,-0.565102283,-0.652923187,-0.984244616,-0.850968309,-0.582394891,-0.850968309,-0.55794495,-0.652923187,-0.652923187,-0.582394891,-0.850968309,-0.850968309,-0.984244616,-0.984244616,-0.799171075,-0.799171075,-0.799171075,-0.850968309,-0.850968309,-0.677170326,-0.677170326,-0.984244616,-0.677170326,-0.677170326,-0.677170326,-0.705118364,-0.55794495,-0.984244616,-0.799171075,-0.705118364,-0.799171075,-0.984244616,-0.652923187,-0.799171075,-0.582394891,-0.850968309,-0.850968309,-0.850968309,-0.677170326,-0.850968309,-0.850968309,-0.677170326,-0.984244616,-0.799171075,-0.984244616,-0.984244616,-0.984244616,-0.582394891,-0.850968309,-0.677170326,-0.677170326,-0.565102283,-0.652923187,-0.984244616,-0.799171075,-2.665990603,-1.72162739,-1.152836237,-1.72162739,-1.72162739,-2.665990603,-2.665990603,-2.665990603,-1.996355,-2.665990603,-1.72162739,-2.665990603,-2.727997381,-2.665990603,-1.72162739,-2.665990603,-1.72162739,-2.809971029,-1.152836237
181.25,-0.665938387,-0.665938387,-0.665938387,-0.816339275,-0.665938387,-0.816339275,-0.592728225,-0.689068905,-0.689068905,-0.592728225,-0.689068905,-0.867077609,-0.867077609,-0.592728225,-0.57091882,-0.867077609,-0.867077609,-0.867077609,-1.002190764,-0.57091882,-1.002190764,-1.002190764,-0.816339275,-0.57091882,-0.57091882,-0.577676033,-0.665938387,-1.002190764,-0.867077609,-0.592728225,-0.867077609,-0.57091882,-0.665938387,-0.665938387,-0.592728225,-0.867077609,-0.867077609,-1.002190764,-1.002190764,-0.816339275,-0.816339275,-0.816339275,-0.867077609,-0.867077609,-0.689068905,-0.689068905,-1.002190764,-0.689068905,-0.689068905,-0.689068905,-0.714040314,-0.57091882,-1.002190764,-0.816339275,-0.714040314,-0.816339275,-1.002190764,-0.665938387,-0.816339275,-0.592728225,-0.867077609,-0.867077609,-0.867077609,-0.689068905,-0.867077609,-0.867077609,-0.689068905,-1.002190764,-0.816339275,-1.002190764,-1.002190764,-1.002190764,-0.592728225,-0.867077609,-0.689068905,-0.689068905,-0.577676033,-0.665938387,-1.002190764,-0.816339275,-2.713802186,-1.753227028,-1.17652506,-1.753227028,-1.753227028,-2.713802186,-2.713802186,-2.713802186,-2.03421175,-2.713802186,-1.753227028,-2.713802186,-2.77311094,-2.713802186,-1.753227028,-2.713802186,-1.753227028,-2.865375893,-1.17652506
187.25,-0.679402631,-0.679402631,-0.679402631,-0.834339819,-0.679402631,-0.834339819,-0.602849556,-0.700527138,-0.700527138,-0.602849556,-0.700527138,-0.883339304,-0.883339304,-0.602849556,-0.584871422,-0.883339304,-0.883339304,-0.883339304,-1.020074513,-0.584871422,-1.020074513,-1.020074513,-0.834339819,-0.584871422,-0.584871422,-0.590705835,-0.679402631,-1.020074513,-0.883339304,-0.602849556,-0.883339304,-0.584871422,-0.679402631,-0.679402631,-0.602849556,-0.883339304,-0.883339304,-1.020074513,-1.020074513,-0.834339819,-0.834339819,-0.834339819,-0.883339304,-0.883339304,-0.700527138,-0.700527138,-1.020074513,-0.700527138,-0.700527138,-0.700527138,-0.721142656,-0.584871422,-1.020074513,-0.834339819,-0.721142656,-0.834339819,-1.020074513,-0.679402631,-0.834339819,-0.602849556,-0.883339304,-0.883339304,-0.883339304,-0.700527138,-0.883339304,-0.883339304,-0.700527138,-1.020074513,-0.834339819,-1.020074513,-1.020074513,-1.020074513,-0.602849556,-0.883339304,-0.700527138,-0.700527138,-0.590705835,-0.679402631,-1.020074513,-0.834339819,-2.761094163,-1.784491151,-1.200100427,-1.784491151,-1.784491151,-2.761094163,-2.761094163,-2.761094163,-2.071665755,-2.761094163,-1.784491151,-2.761094163,-2.817252249,-2.761094163,-1.784491151,-2.761094163,-1.784491151,-2.919972403,-1.200100427
193.25,-0.693390812,-0.693390812,-0.693390812,-0.853291413,-0.693390812,-0.853291413,-0.612760905,-0.71152324,-0.71152324,-0.612760905,-0.71152324,-0.899807443,-0.899807443,-0.612760905,-0.599920768,-0.899807443,-0.899807443,-0.899807443,-1.037934932,-0.599920768,-1.037934932,-1.037934932,-0.853291413,-0.599920768,-0.599920768,-0.604251503,-0.693390812,-1.037934932,-0.899807443,-0.612760905,-0.899807443,-0.599920768,-0.693390812,-0.693390812,-0.612760905,-0.899807443,-0.899807443,-1.037934932,-1.037934932,-0.853291413,-0.853291413,-0.853291413,-0.899807443,-0.899807443,-0.71152324,-0.71152324,-1.037934932,-0.71152324,-0.71152324,-0.71152324,-0.726266909,-0.599920768,-1.037934932,-0.853291413,-0.726266909,-0.853291413,-1.037934932,-0.693390812,-0.853291413,-0.612760905,-0.899807443,-0.899807443,-0.899807443,-0.71152324,-0.899807443,-0.899807443,-0.71152324,-1.037934932,-0.853291413,-1.037934932,-1.037934932,-1.037934932,-0.612760905,-0.899807443,-0.71152324,-0.71152324,-0.604251503,-0.693390812,-1.037934932,-0.853291413,-2.807896243,-1.815460632,-1.223601464,-1.815460632,-1.815460632,-2.807896243,-2.807896243,-2.807896243,-2.108734915,-2.807896243,-1.815460632,-2.807896243,-2.860557521,-2.807896243,-1.815460632,-2.807896243,-1.815460632,-2.973776246,-1.223601464
